2.2653,2.5698,5.0628,0.090118,0.42213
2.4228,2.337,0.44108,-1.3616,0.019118
2.4262,2.3287,4.8926,-0.032394,0.4361
2.3341,2.4178,5.1281,-0.27514,0.70561
2.4759,2.2241,2.5405,0.98868,0.015793
2.3359,2.1127,-0.48773,-0.83094,0.0060637
2.4527,2.2387,-0.74393,-2.0298,0.012209
2.3692,2.3695,4.6223,1.2276,0.095951
2.344,2.3479,3.0522,-0.21814,0.088785
2.4267,2.3374,3.6571,-0.30773,0.16543
2.3752,2.5452,1.1419,0.11145,0.0075216
2.3157,2.1656,3.8953,-0.85141,0.47967
2.4431,2.4946,0.92167,-1.2554,0.023269
2.0967,2.5492,3.122,0.090495,0.073208
2.481,2.5197,2.6586,-0.16851,0.041851
2.6187,2.3317,-0.32061,-0.67204,0.0037018
2.3381,2.4309,1.0176,-1.674,0.046079
2.5667,2.4272,4.6434,-1.0318,0.72713
2.4392,2.4575,-2.4984,-0.31908,0.00031087
2.5044,2.4125,4.533,-0.12373,0.28363
2.2289,2.4299,2.2303,-0.45711,0.051231
2.2172,2.3119,2.7662,-1.7011,0.34584
2.2121,2.4192,5.1806,0.3222,0.46169
2.5919,2.2681,3.4415,-0.3503,0.12642
2.4166,2.4333,5.7161,0.67405,0.4458
2.557,2.3942,0.050495,-1.1847,0.0089505
2.3953,2.4177,5.6634,0.025067,0.83967
2.3426,2.4193,0.50553,-0.51326,0.0087121
2.3188,2.5514,2.1965,-0.18581,0.030566
2.3516,2.366,5.1877,0.27226,0.44835
