2.3262,2.4804,3.3078,0.88876,0.033793
2.3958,2.5798,6.11,1.2985,0.3122
2.4723,2.4713,7.1384,1.388,0.8243
2.3905,2.3494,3.2905,-0.67061,0.16883
2.4555,2.4867,3.3106,-0.35704,0.10284
2.5098,2.3412,-1.424,-0.073886,0.00074578
2.4231,2.5029,1.379,-1.5201,0.048468
2.2816,2.3262,5.005,0.51623,0.3266
2.4315,2.4601,4.687,1.1567,0.094295
2.3625,2.3865,6.0394,0.96062,0.51164
2.4312,2.573,2.7325,-0.93634,0.096773
2.3952,2.4196,3.4475,-0.23138,0.11814
2.4832,2.2375,0.86962,-0.7,0.015748
2.564,2.4034,0.55872,-1.1038,0.013504
2.3681,2.2761,5.7769,1.1699,0.35441
2.4156,2.2774,5.3697,-0.2556,0.93452
2.4937,2.4267,3.0717,-0.9978,0.15709
2.389,2.3705,3.4231,-0.09791,0.10662
2.4964,2.4324,3.2454,0.067403,0.063871
2.4557,2.3527,5.7376,0.65235,0.48526
2.4421,2.4159,5.7195,0.014779,0.85788
2.4119,2.2876,-0.066908,-0.94205,0.0080318
2.3737,2.2433,3.161,0.74559,0.040697
2.5246,2.3351,1.5269,0.2073,0.010672
2.4875,2.1679,3.2069,-0.4753,0.13901
2.3654,2.4402,2.6,-0.61956,0.075318
2.2719,2.5255,4.794,-0.73724,0.76636
2.383,2.2548,0.27865,-0.28426,0.006252
2.4654,2.4596,3.2826,0.29094,0.053219
2.4369,2.3255,6.4599,1.1902,0.611
