2.4349,2.4526,4.0546,0.40432,0.10676
2.4468,2.3011,2.2664,1.1166,0.010071
2.2707,2.488,4.9819,0.2481,0.35883
2.3088,2.4347,3.5908,0.61764,0.062639
2.3346,2.2803,-0.63621,-1.8135,0.011825
2.3049,2.133,1.6691,-0.045637,0.024159
2.3813,2.326,6.1725,1.3756,0.40235
2.5057,2.2913,6.5079,1.9898,0.27837
2.3594,2.3631,3.423,-2.1487,0.86007
2.308,2.4961,7.1861,1.4573,0.92743
2.4122,2.3812,-1.3235,1.5479,0.00017256
2.3676,2.2506,-0.8736,0.4189,0.00099704
2.4685,2.3171,2.6597,-0.84538,0.10224
2.5428,2.2897,2.6199,-0.99581,0.10897
2.5388,2.4427,2.2542,-1.3837,0.095982
2.4573,2.2925,7.065,2.4677,0.31584
2.3015,2.2493,2.8374,-0.78323,0.14512
2.2473,2.3674,4.6818,0.62575,0.21044
2.45,2.3731,3.0633,0.16275,0.053795
2.4029,2.5738,2.6992,-0.64047,0.071579
2.5827,2.4725,4.7842,1.4667,0.064718
2.2814,2.4039,3.5607,-0.1345,0.13667
2.4489,2.4265,3.1721,-1.8617,0.43103
2.5271,2.4122,5.2787,0.18161,0.43076
2.434,2.4521,3.46,0.065407,0.082787
2.3265,2.3213,2.4382,0.24125,0.03172
2.2631,2.4305,2.8709,-1.3065,0.21954
2.4809,2.295,0.66096,-0.38459,0.0088237
2.4031,2.369,4.628,0.58813,0.1769
2.5758,2.4419,3.7783,0.64163,0.056075
