2.4394,2.5142,3.8192,-0.82157,0.26906
2.4746,2.315,6.0201,0.54429,0.73068
2.5229,2.3872,4.5732,-1.0837,0.77621
2.4994,2.4192,7.2117,1.3273,0.96635
2.4832,2.3646,5.472,-0.13686,0.78743
2.3352,2.2436,0.80522,0.72325,0.0041001
2.4003,2.4451,4.9644,-0.19188,0.50204
2.3837,2.3383,5.0621,-0.53785,0.88507
2.3748,2.3389,3.3232,0.39284,0.061831
2.3896,2.2994,4.7672,0.49559,0.24235
2.2993,2.355,4.9571,-0.3951,0.73929
2.2683,2.5086,2.666,0.61445,0.024103
2.3917,2.4725,2.7723,-0.40241,0.067915
2.3642,2.3254,5.201,0.36912,0.42413
2.4219,2.4694,3.303,-1.7942,0.45198
2.3149,2.2175,3.1948,0.26538,0.074048
2.4869,2.2418,3.9678,-0.60485,0.3147
2.349,2.4816,2.929,-1.2853,0.19862
2.2772,2.2694,1.2619,0.043817,0.013186
2.3004,2.3857,3.753,-0.32236,0.19972
2.4908,2.3683,3.2262,-0.57976,0.12833
2.3634,2.3855,4.2316,-0.38031,0.32079
2.4358,2.5443,-0.019098,0.66396,0.0012772
2.3528,2.375,0.90841,1.3606,0.0020705
2.5144,2.2801,4.2112,1.5083,0.045425
2.4398,2.417,3.2884,0.77297,0.035386
2.4333,2.4735,1.0569,-1.5507,0.036909
2.48,2.3616,1.1471,-0.37213,0.013269
2.2388,2.318,0.66838,-0.84699,0.017574
2.4575,2.3126,1.6401,0.049518,0.015305
