2.2842,2.3516,4.8875,0.67016,0.24208
2.4857,2.3015,1.1983,0.65568,0.0052764
2.4625,2.2303,4.3117,1.3303,0.066446
2.4065,2.2128,4.9549,0.55295,0.296
2.2518,2.3795,0.96756,-0.89691,0.023125
2.4462,2.4369,5.6323,1.8148,0.12673
2.2739,2.4757,4.3653,-1.3393,0.95614
2.4094,2.4185,2.9194,-0.58981,0.098413
2.3619,2.3782,0.77518,-0.073863,0.0075129
2.5785,2.4636,5.3701,-0.35543,0.72859
2.3812,2.3158,4.9328,2.4358,0.040761
2.2667,2.3667,-3.5402,0.25915,8.01E-05
2.4328,2.3127,5.6115,0.10834,0.78478
2.4587,2.3025,5.6555,0.97871,0.33809
2.4214,2.1877,5.3058,0.32003,0.53617
2.4255,2.3883,5.4853,1.7188,0.12909
2.4233,2.1922,4.8919,-0.515,0.81168
2.4463,2.3432,3.0424,1.896,0.0096276
2.2323,2.3888,2.7308,1.3301,0.014693
2.2339,2.3948,0.62241,-0.012807,0.006782
2.2588,2.3855,4.6718,1.0867,0.12755
2.4565,2.3646,-0.14654,-0.69683,0.0051396
2.4162,2.1405,2.6424,0.51344,0.03246
2.4329,2.2051,2.4993,-1.523,0.19874
2.4946,2.3648,0.63114,-0.63705,0.01014
2.1986,2.4644,-0.30023,-2.627,0.035573
2.4929,2.4065,4.566,-0.2387,0.33464
2.4135,2.4041,6.3254,1.9863,0.22799
2.4483,2.5506,5.1375,0.68851,0.21226
2.4159,2.418,4.067,0.072911,0.15884
