2.4317,2.5163,5.1929,0.48123,0.29045
2.4027,2.5149,-0.58739,-1.5414,0.0069879
2.4176,2.253,4.6495,1.6206,0.071237
2.5027,2.331,2.5435,-1.7166,0.20729
2.4498,2.4741,3.8657,0.33358,0.091463
2.2746,2.4732,4.3183,-0.48247,0.38789
2.4234,2.4936,2.3606,-0.63125,0.053659
2.3667,2.37,3.9832,-0.22606,0.21712
2.4268,2.5081,2.994,1.7014,0.0096348
2.3418,2.4424,4.4839,-0.67369,0.53436
2.5373,2.3647,3.9766,-1.5138,0.6626
2.4546,2.4766,8.0952,2.7419,0.56105
2.4415,2.3109,1.1277,-1.0399,0.027739
2.3446,2.3999,3.7647,-0.35265,0.19648
2.4296,2.362,4.1001,-1.6592,0.96826
2.483,2.3351,5.0335,-0.48619,0.74193
2.4821,2.4565,2.3503,-0.021301,0.028242
2.4152,2.3203,4.0881,-0.51637,0.32269
2.3437,2.477,4.5176,-0.70128,0.54784
2.3636,2.3236,3.9839,-0.67893,0.35903
2.3787,2.3531,5.8184,0.31305,0.79731
2.3608,2.4083,-2.4771,-1.6812,0.0014087
2.415,2.3241,6.548,1.2648,0.63391
2.4313,2.354,-2.1575,1.0648,0.00012248
2.3774,2.3801,2.0933,1.0799,0.0087029
2.2508,2.4362,5.2405,0.11179,0.5722
2.3528,2.3446,5.7807,0.10005,0.98342
2.4038,2.2389,5.3426,0.88604,0.30541
2.5289,2.3432,3.6708,1.9381,0.015933
2.3352,2.466,6.0019,0.987,0.45552
