2.4796,2.3973,0.83567,-1.5723,0.031149
2.423,2.3477,5.0174,-0.10241,0.52159
2.5375,2.467,5.371,0.61873,0.28585
2.5148,2.2466,5.0363,0.2672,0.37074
2.3309,2.4495,4.8222,-0.20492,0.47082
2.3901,2.4296,3.5121,-0.12797,0.11308
2.5136,2.3138,2.5137,-1.1449,0.11431
2.4273,2.4574,3.2059,0.91201,0.027576
2.3176,2.3893,2.9382,0.80849,0.027955
2.3765,2.3451,5.3473,0.018089,0.67547
2.2816,2.4453,2.2641,-1.5163,0.14277
2.3314,2.5094,3.0642,1.4447,0.01468
2.2246,2.4704,3.9976,0.83,0.079872
2.4808,2.3771,5.0348,-0.18296,0.52716
2.3246,2.3788,5.4144,0.12697,0.65968
2.396,2.1901,5.095,1.2408,0.17694
2.4649,2.319,3.5423,-0.31531,0.14568
2.5172,2.3504,2.7687,-0.49344,0.073869
2.348,2.3824,5.2697,-0.1203,0.71144
2.3963,2.4601,5.69,-0.074878,0.91258
2.2859,2.3763,4.3699,1.1845,0.084014
2.4769,2.4775,-3.1291,-0.75621,0.00024183
2.3197,2.3363,4.5827,-0.87788,0.82256
2.4256,2.4465,-0.63912,-0.12688,0.0016878
2.3326,2.3276,5.8362,1.2001,0.35914
2.1753,2.3221,-0.73901,-0.16723,0.0023132
2.4299,2.6119,5.5288,0.022117,0.5856
2.5677,2.3911,6.3488,0.46892,0.92412
2.3348,2.3969,5.5798,0.032522,0.83152
2.4027,2.5495,1.6109,1.1382,0.0041714
