2.3653,2.2977,7.285,2.3729,0.47189
2.4593,2.4908,2.1029,-0.40984,0.03215
2.3965,2.4931,2.6144,-0.52606,0.063988
2.272,2.2995,6.4177,1.4547,0.54411
2.4022,2.4605,3.1568,-0.82749,0.15283
2.3239,2.4522,3.5137,1.1724,0.032233
2.4597,2.3097,4.0043,-0.58614,0.30759
2.4442,2.4801,3.6091,0.4425,0.063433
2.4321,2.4172,2.1772,-1.752,0.1466
2.2892,2.5322,-0.0087064,-1.329,0.011097
2.5759,2.4411,4.8947,1.1567,0.10239
2.4,2.4369,2.5459,1.0032,0.013648
2.4058,2.2787,-5.1463,-0.51681,3.32E-05
2.4843,2.3483,5.402,0.84872,0.27824
2.3818,2.5133,6.1758,0.28607,0.99467
2.3854,2.3996,4.5591,-0.51988,0.4936
2.3813,2.5081,6.0497,1.3671,0.29913
2.3579,2.2864,2.2537,-1.9338,0.23298
2.5611,2.4103,3.426,-1.1971,0.25969
2.5176,2.4471,3.6388,0.93783,0.038246
2.2896,2.4566,3.5725,-0.81588,0.2572
2.3037,2.4485,0.96913,-0.58939,0.01509
2.3883,2.3822,5.1776,0.70463,0.27322
2.3356,2.252,4.7199,-0.6205,0.78093
2.2576,2.1922,4.9737,1.5205,0.13579
2.3,2.3848,1.0486,-0.58786,0.017453
2.3629,2.3806,6.6144,0.92766,0.94478
2.4468,2.1924,4.5059,-0.75073,0.68211
2.3832,2.4164,1.631,0.26983,0.011815
2.3927,2.1963,2.2985,-0.31104,0.050821
